PROMPTTYPE,Index,Requirement,Ground Truth,Response,Equivalent
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,G(prop_1 | F prop_2),False
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,G(prop_1 | F prop_2),False
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,G(prop_1 | F prop_2),False
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,13,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
